DailyQCReport_U0321SP_20260209_083954


Configuration Name,5-Laser-V16-B14-R8-YG10-UV16
Serial Number,U0321SP
Bead Lot ID,2007
Software,SpectroFlo 3.3.0


Laser,Detector,Gain, Delta Gain,% Gain Change,Median, % rCV,Sensitivity
Detector Settings
Blue,FSC,174,0,0,2056.94,1.83437,1357.019
Violet,SSC,25,5,25,2025.718,4.38607,14640.02
Blue,SSC-B,80,1,1.265823,2002.542,2.828315,11051.75
UV,UV1 (373),1358,46,3.506098,224.691,4.224169,31.95257
UV,UV2 (388),321,7,2.229299,1325.639,1.545424,392.4259
UV,UV3 (428),584,12,2.097902,1012.681,1.614507,1617.255
UV,UV4 (443),1056,34,3.32681,898.101,1.891084,2008.03
UV,UV5 (458),626,22,3.642384,964.59,1.761837,2738.916
UV,UV6 (473),443,15,3.504673,1479.35,1.704888,5218.706
UV,UV7 (514),584,17,2.998236,2024.221,1.859519,6746.472
UV,UV8 (542),528,19,3.73281,1545.967,1.756172,4652.02
UV,UV9 (582),595,12,2.058319,2428.244,1.808391,4448.624
UV,UV10 (613),359,10,2.86533,1959.121,1.752033,4393.652
UV,UV11 (664),515,6,1.178782,850.613,1.799393,2300.51
UV,UV12 (692),418,6,1.456311,654.65,1.819349,1236.284
UV,UV13 (720),797,27,3.506494,696.18,2.010596,1214.19
UV,UV14 (750),1266,46,3.770492,805.614,2.243146,1668.316
UV,UV15 (780),769,23,3.08311,629.669,2.214705,818.7375
UV,UV16 (812),1095,19,1.765799,424.592,2.567385,633.8743
Violet,V1 (428),209,33,18.75,797.885,1.264503,1459.278
Violet,V2 (443),282,42,17.5,1864.828,0.8899158,3366.167
Violet,V3 (458),244,35,16.74641,2142.769,0.982313,4312.131
Violet,V4 (473),207,34,19.65318,2178.513,1.145131,3877.076
Violet,V5 (508),195,30,18.18182,2045.384,0.9475162,4034.202
Violet,V6 (525),197,27,15.88235,1520.036,0.8846639,2791.646
Violet,V7 (542),276,45,19.48052,2050.522,0.9683725,2958.332
Violet,V8 (581),462,67,16.96203,2413.889,1.231739,1639.004
Violet,V9 (598),292,43,17.26908,2280.98,1.037203,1161.931
Violet,V10 (615),378,56,17.3913,3311.862,1.005066,1119.076
Violet,V11 (664),322,47,17.09091,1336.271,1.064513,528.7011
Violet,V12 (692),262,39,17.48879,1023.394,1.293839,308.0803
Violet,V13 (720),206,29,16.38418,1101.303,1.334745,197.4856
Violet,V14 (750),360,54,17.64706,946.076,1.250229,173.5315
Violet,V15 (780),432,61,16.44205,811.52,1.619841,94.67968
Violet,V16 (812),406,60,17.34104,363.235,1.944737,37.71082
Blue,B1 (508),655,-6,-0.9077156,225.727,1.899086,419.3597
Blue,B2 (525),369,-3,-0.8064516,278.449,1.662761,407.6969
Blue,B3 (542),374,-3,-0.795756,1049.048,1.60938,1290.709
Blue,B4 (581),329,1,0.304878,1631.187,1.571506,1287.806
Blue,B5 (598),355,9,2.601156,1834.253,1.524794,1275.461
Blue,B6 (615),232,4,1.754386,1894.405,1.680583,1023.999
Blue,B7 (661),361,2,0.557103,1138.609,1.654584,641.563
Blue,B8 (679),368,5,1.37741,925.878,1.65705,554.3586
Blue,B9 (697),617,8,1.313629,1136.196,1.86364,504.4027
Blue,B10 (717),405,4,0.9975063,773.66,1.82914,216.8276
Blue,B11 (738),237,2,0.8510638,504.054,1.944486,133.4933
Blue,B12 (760),327,4,1.23839,492.151,1.875688,116.55
Blue,B13 (783),491,7,1.446281,386.633,2.098851,78.18279
Blue,B14 (812),513,12,2.39521,390.369,2.037224,77.67596
YellowGreen,YG1 (577),331,-1,-0.3012048,1757.154,1.165399,1318.501
YellowGreen,YG2 (598),355,4,1.139601,2439.152,1.072905,1725.521
YellowGreen,YG3 (615),243,4,1.67364,3259.747,1.220326,2292.477
YellowGreen,YG4 (661),420,1,0.2386635,1874.99,1.175676,1643.209
YellowGreen,YG5 (679),337,0,0,1582.47,1.235272,1320.427
YellowGreen,YG6 (697),492,9,1.863354,1782.098,1.396085,722.0436
YellowGreen,YG7 (720),319,5,1.592357,2395.9,1.390293,713.7549
YellowGreen,YG8 (750),271,4,1.498127,1217.983,1.498898,354.8224
YellowGreen,YG9 (780),394,6,1.546392,1036.011,1.55431,225.8366
YellowGreen,YG10 (812),401,13,3.350515,574.007,1.618552,103.6795
Red,R1 (661),206,-10,-4.62963,391.713,1.232533,1289.789
Red,R2 (679),170,-2,-1.162791,1076.442,1.212346,2647.195
Red,R3 (697),247,3,1.229508,2025.063,1.219062,2128.748
Red,R4 (717),230,2,0.877193,1922.08,1.145318,1288.627
Red,R5 (738),213,3,1.428571,1632.012,1.284901,1039.241
Red,R6 (760),166,2,1.219512,1411.853,1.248496,700.4072
Red,R7 (783),333,5,1.52439,1585.759,1.332627,571.8176
Red,R8 (812),204,5,2.512563,780.65,1.441083,233.2469


Laser Settings
Laser, Laser Delay, Area Scaling Factor, Laser Power
YellowGreen,-40.4,1.156119,1.45
Violet,-20.1,1.05112,11.1
Blue,0,1.224393,1.45
Red,20.025,1.096333,64.96
UV,40.3,0.9507829,0
FSC Area Scaling Factor,1.276768,Window Extension,3
Flow Rate,10.69
Temperature,23
