DailyQCReport_U0321SP_20260206_091912


Configuration Name,5-Laser-V16-B14-R8-YG10-UV16
Serial Number,U0321SP
Bead Lot ID,2007
Software,SpectroFlo 3.3.0


Laser,Detector,Gain, Delta Gain,% Gain Change,Median, % rCV,Sensitivity
Detector Settings
Blue,FSC,174,0,0,2074.201,2.361252,2285.428
Violet,SSC,25,5,25,1996.876,4.626085,13143.1
Blue,SSC-B,78,-1,-1.265823,1991.925,2.900867,11792.62
UV,UV1 (373),1362,50,3.810976,218.391,4.5387,30.02032
UV,UV2 (388),331,17,5.414013,1333.716,1.663086,374.9317
UV,UV3 (428),604,32,5.594406,1019.406,1.58361,1546.331
UV,UV4 (443),1072,50,4.892368,882.381,1.805672,2010.624
UV,UV5 (458),632,28,4.635762,951.6555,1.67911,2672.421
UV,UV6 (473),446,18,4.205607,1461.621,1.5925,5028.86
UV,UV7 (514),592,25,4.409171,2044.564,1.727099,6887.702
UV,UV8 (542),531,22,4.3222,1560.316,1.76024,5021.148
UV,UV9 (582),597,14,2.401372,2508.779,1.987117,4455.383
UV,UV10 (613),364,15,4.297995,1977.323,1.615847,4660.868
UV,UV11 (664),524,15,2.946955,868.6755,1.776257,2258.262
UV,UV12 (692),447,35,8.495145,650.865,3.220783,1263.641
UV,UV13 (720),864,94,12.20779,666.5975,4.704176,1056.179
UV,UV14 (750),1388,168,13.77049,761.681,5.28577,1503.595
UV,UV15 (780),854,108,14.47721,602.247,5.61514,826.5327
UV,UV16 (812),1214,138,12.82528,398.658,5.929131,610.5817
Violet,V1 (428),209,33,18.75,793.1685,1.524017,1521.701
Violet,V2 (443),285,45,18.75,1869.958,1.135254,3443.27
Violet,V3 (458),247,38,18.18182,2174.272,1.25733,4345.543
Violet,V4 (473),207,34,19.65318,2177.292,1.464759,3614.272
Violet,V5 (508),194,29,17.57576,2049.951,1.359139,3959.114
Violet,V6 (525),197,27,15.88235,1527.652,1.345604,2774.023
Violet,V7 (542),274,43,18.61472,2054.149,1.549661,3211.198
Violet,V8 (581),454,59,14.93671,2405.719,1.990813,1652.295
Violet,V9 (598),291,42,16.86747,2309.083,1.54236,1155.108
Violet,V10 (615),380,58,18.01242,3324.386,1.309174,1253.325
Violet,V11 (664),320,45,16.36364,1321.027,1.151428,515.0327
Violet,V12 (692),273,50,22.42152,999.718,2.403989,297.3718
Violet,V13 (720),222,45,25.42373,1054.645,3.824954,179.3735
Violet,V14 (750),389,83,27.12418,879.8745,4.278019,153.222
Violet,V15 (780),478,107,28.84097,777.6205,4.8331,89.89922
Violet,V16 (812),447,101,29.19075,339.0585,5.11144,36.16741
Blue,B1 (508),654,-7,-1.059001,226.5485,1.912778,416.0973
Blue,B2 (525),367,-5,-1.344086,279.3255,1.752357,394.6401
Blue,B3 (542),375,-2,-0.530504,1085.68,1.827066,1326.075
Blue,B4 (581),322,-6,-1.829268,1694.801,1.907389,1386.664
Blue,B5 (598),339,-7,-2.023121,1860.067,1.676223,1358.201
Blue,B6 (615),225,-3,-1.315789,1934.717,1.674431,1011.436
Blue,B7 (661),348,-11,-3.064067,1143.765,1.587651,623.4816
Blue,B8 (679),360,-3,-0.8264462,916.402,1.827939,535.5327
Blue,B9 (697),629,20,3.284072,1109.082,2.95312,485.1086
Blue,B10 (717),431,30,7.481297,749.273,3.692557,213.9939
Blue,B11 (738),253,18,7.659575,487.22,4.150019,133.9338
Blue,B12 (760),357,34,10.52632,469.178,4.457881,101.9412
Blue,B13 (783),553,69,14.2562,372.026,4.955466,70.11517
Blue,B14 (812),561,60,11.97605,368.0415,4.999105,73.5528
YellowGreen,YG1 (577),321,-11,-3.313253,1781.922,1.542426,1319.62
YellowGreen,YG2 (598),355,4,1.139601,2471.335,1.053485,1714.758
YellowGreen,YG3 (615),242,3,1.25523,3279.749,1.294262,2265.658
YellowGreen,YG4 (661),413,-6,-1.431981,1838.173,1.425294,1665.77
YellowGreen,YG5 (679),342,5,1.48368,1578.563,2.105867,1225.401
YellowGreen,YG6 (697),512,29,6.004141,1704.346,3.608853,706.0161
YellowGreen,YG7 (720),341,27,8.598726,2295.463,4.618185,712.625
YellowGreen,YG8 (750),296,29,10.86142,1175.054,5.09255,347.2715
YellowGreen,YG9 (780),432,44,11.34021,986.665,5.540047,210.9249
YellowGreen,YG10 (812),437,49,12.62887,530.5345,5.732762,96.40094
Red,R1 (661),198,-18,-8.333334,382.592,1.837017,1376.652
Red,R2 (679),173,1,0.5813953,1050.469,2.569317,2482.383
Red,R3 (697),261,17,6.967213,1915.219,4.400383,1984.63
Red,R4 (717),250,22,9.649122,1815.758,5.286095,1169.638
Red,R5 (738),231,21,10,1501.892,5.536109,917.0217
Red,R6 (760),181,17,10.36585,1309.611,5.528546,632.7636
Red,R7 (783),365,37,11.28049,1469.254,5.75609,537.4081
Red,R8 (812),227,28,14.07035,725.407,5.963985,214.8575


Laser Settings
Laser, Laser Delay, Area Scaling Factor, Laser Power
YellowGreen,-40.55,1.159302,1.475
Violet,-20.2,1.03611,11
Blue,0,1.231806,1.5
Red,20.175,1.103016,64.96
UV,40.4,0.9552804,0
FSC Area Scaling Factor,1.279478,Window Extension,3
Flow Rate,11.07
Temperature,23.88
