DailyQCReport_U0321SP_20260120_065451


Configuration Name,5-Laser-V16-B14-R8-YG10-UV16
Serial Number,U0321SP
Bead Lot ID,2007
Software,SpectroFlo 3.3.0


Laser,Detector,Gain, Delta Gain,% Gain Change,Median, % rCV,Sensitivity
Detector Settings
Blue,FSC,174,0,0,2055.561,1.903288,2523.597
Violet,SSC,23,3,15,1995.449,4.471973,12375.13
Blue,SSC-B,80,1,1.265823,1993.125,2.789868,10665.4
UV,UV1 (373),1310,-2,-0.152439,222.265,4.073781,31.91245
UV,UV2 (388),318,4,1.273885,1332.094,1.479654,355.8088
UV,UV3 (428),572,0,0,999.9015,1.614149,1375.857
UV,UV4 (443),1034,12,1.174168,893.339,1.828145,2100.168
UV,UV5 (458),606,2,0.3311258,953.703,1.710446,2873.232
UV,UV6 (473),433,5,1.168224,1470.405,1.636007,5136.229
UV,UV7 (514),572,5,0.8818342,2031.188,1.760474,7337.227
UV,UV8 (542),515,6,1.178782,1537.633,1.677631,4697.659
UV,UV9 (582),582,-1,-0.1715266,2450.082,1.766017,4559.49
UV,UV10 (613),353,4,1.146132,1977.166,1.674039,4628.523
UV,UV11 (664),509,0,0,870.6965,1.751312,2159.076
UV,UV12 (692),414,2,0.4854369,659.991,1.908431,1270.475
UV,UV13 (720),794,24,3.116883,692.573,2.286841,1237.803
UV,UV14 (750),1254,34,2.786885,794.4265,2.527464,1516.541
UV,UV15 (780),766,20,2.680965,628.1165,2.545307,804.1651
UV,UV16 (812),1099,23,2.137547,421.8495,2.849123,622.9315
Violet,V1 (428),196,20,11.36364,795.41,1.283897,1550.326
Violet,V2 (443),270,30,12.5,1861.946,0.9482291,3363.254
Violet,V3 (458),235,26,12.44019,2163.582,1.035596,4568.252
Violet,V4 (473),196,23,13.2948,2171.77,1.20787,3866.777
Violet,V5 (508),184,19,11.51515,2043.505,1.044721,3885.102
Violet,V6 (525),188,18,10.58824,1519.177,0.992468,2912.313
Violet,V7 (542),263,32,13.85281,2052.605,1.086995,3103.406
Violet,V8 (581),436,41,10.37975,2374.878,1.384126,1618.122
Violet,V9 (598),276,27,10.84337,2277.848,1.188064,1230.38
Violet,V10 (615),358,36,11.18012,3281.727,1.133628,1171.433
Violet,V11 (664),305,30,10.90909,1327.523,1.154345,506.5542
Violet,V12 (692),251,28,12.55605,1028.934,1.286818,301.2384
Violet,V13 (720),199,22,12.42938,1091.974,1.542858,190.777
Violet,V14 (750),346,40,13.0719,931.541,1.646263,158.5351
Violet,V15 (780),421,50,13.47709,811.4805,1.909106,99.65817
Violet,V16 (812),397,51,14.73988,361.6515,2.148411,39.59617
Blue,B1 (508),679,18,2.723147,226.553,1.919431,436.5942
Blue,B2 (525),377,5,1.344086,278.492,1.673633,408.5393
Blue,B3 (542),385,8,2.122016,1066.197,1.618331,1324.517
Blue,B4 (581),327,-1,-0.304878,1648.99,1.583744,1360.917
Blue,B5 (598),347,1,0.2890173,1840.174,1.512433,1352.526
Blue,B6 (615),228,0,0,1894.594,1.674152,1062.11
Blue,B7 (661),357,-2,-0.557103,1133.615,1.612472,672.1202
Blue,B8 (679),367,4,1.101928,931.1505,1.670954,599.54
Blue,B9 (697),634,25,4.10509,1133.364,1.959223,490.746
Blue,B10 (717),427,26,6.48379,772.01,2.055915,224.5052
Blue,B11 (738),246,11,4.680851,503.3075,2.206687,138.4082
Blue,B12 (760),347,24,7.43034,488.1495,2.205643,111.8869
Blue,B13 (783),530,46,9.504132,386.246,2.471824,77.92379
Blue,B14 (812),534,33,6.586827,383.5845,2.38641,77.86104
YellowGreen,YG1 (577),328,-4,-1.204819,1748.173,1.14058,1317.676
YellowGreen,YG2 (598),354,3,0.8547009,2457.222,1.099043,1791.489
YellowGreen,YG3 (615),247,8,3.34728,3334.526,1.227703,2197.265
YellowGreen,YG4 (661),417,-2,-0.477327,1860.454,1.161288,1428.13
YellowGreen,YG5 (679),340,3,0.8902078,1589.911,1.259024,1300.126
YellowGreen,YG6 (697),492,9,1.863354,1755.811,1.595901,765.276
YellowGreen,YG7 (720),325,11,3.503185,2388.726,1.737613,707.7535
YellowGreen,YG8 (750),280,13,4.868914,1228.634,1.883633,373.6631
YellowGreen,YG9 (780),405,17,4.381443,1041.197,2.031821,230.7237
YellowGreen,YG10 (812),409,21,5.412371,565.825,2.05944,106.9258
Red,R1 (661),204,-12,-5.555556,393.4915,1.296831,1304.63
Red,R2 (679),172,0,0,1078.223,1.243191,2860.623
Red,R3 (697),249,5,2.04918,2007.9,1.460224,2321.688
Red,R4 (717),236,8,3.508772,1934.771,1.581013,1326.61
Red,R5 (738),217,7,3.333333,1617.99,1.784918,977.665
Red,R6 (760),170,6,3.658536,1401.609,1.680449,669.5079
Red,R7 (783),341,13,3.963415,1575.559,1.842812,558.5342
Red,R8 (812),211,12,6.030151,780.1815,1.926388,228.5307


Laser Settings
Laser, Laser Delay, Area Scaling Factor, Laser Power
YellowGreen,-40.375,1.153471,1.4
Violet,-20.075,1.064094,11.1
Blue,0,1.21877,1.425
Red,20.05,1.090781,64.96
UV,40.325,0.9472339,0
FSC Area Scaling Factor,1.270595,Window Extension,3
Flow Rate,10.2
Temperature,22.75
