DailyQCReport_U0321SP_20260214_093358


Configuration Name,5-Laser-V16-B14-R8-YG10-UV16
Serial Number,U0321SP
Bead Lot ID,2007
Software,SpectroFlo 3.3.0


Laser,Detector,Gain, Delta Gain,% Gain Change,Median, % rCV,Sensitivity
Detector Settings
Blue,FSC,174,0,0,2033.6,2.407431,2056.84
Violet,SSC,25,5,25,2019.253,4.463068,13342
Blue,SSC-B,81,2,2.531646,1993.955,2.825377,10554.77
UV,UV1 (373),1344,32,2.439024,220.922,4.266476,30.30354
UV,UV2 (388),327,13,4.140128,1314.516,1.510304,399.9579
UV,UV3 (428),590,18,3.146853,1000.152,1.603581,1499.95
UV,UV4 (443),1070,48,4.696673,886.677,1.845339,2145.945
UV,UV5 (458),626,22,3.642384,955.549,1.724518,3067.708
UV,UV6 (473),450,22,5.140187,1479.338,1.689644,5021.749
UV,UV7 (514),586,19,3.35097,1999.784,1.827209,7399.355
UV,UV8 (542),531,22,4.3222,1524.131,1.735061,4803.132
UV,UV9 (582),609,26,4.459692,2474.511,1.793202,4689.87
UV,UV10 (613),359,10,2.86533,1948.408,1.71292,4824.731
UV,UV11 (664),524,15,2.946955,866.624,1.782054,2146.635
UV,UV12 (692),423,11,2.669903,661.03,1.804609,1305.528
UV,UV13 (720),793,23,2.987013,688.352,1.952479,1181.855
UV,UV14 (750),1267,47,3.852459,805.281,2.173796,1603.172
UV,UV15 (780),774,28,3.753351,634.292,2.103617,788.9081
UV,UV16 (812),1102,26,2.416357,421.863,2.434,618.9988
Violet,V1 (428),210,34,19.31818,800.866,1.270723,1472.213
Violet,V2 (443),285,45,18.75,1872.677,0.9045225,3320.436
Violet,V3 (458),246,37,17.70335,2152.596,1.004486,4481.389
Violet,V4 (473),209,36,20.80925,2185.079,1.152473,3947.66
Violet,V5 (508),197,32,19.39394,2047.526,0.9549434,3962.674
Violet,V6 (525),200,30,17.64706,1523.847,0.8927466,2844.061
Violet,V7 (542),277,46,19.91342,2036.178,0.9872465,3319.173
Violet,V8 (581),464,69,17.46835,2399.182,1.23065,1722.835
Violet,V9 (598),290,41,16.46586,2295.91,1.056812,1258.722
Violet,V10 (615),371,49,15.21739,3267.657,1.006505,1120.952
Violet,V11 (664),320,45,16.36364,1318.323,1.08475,519.6722
Violet,V12 (692),257,34,15.24664,1029.636,1.302726,278.347
Violet,V13 (720),202,25,14.12429,1099.013,1.308417,182.9379
Violet,V14 (750),349,43,14.05229,932.883,1.146698,159.4918
Violet,V15 (780),424,53,14.28572,814.702,1.567573,105.7713
Violet,V16 (812),399,53,15.31792,362.73,1.781546,39.01904
Blue,B1 (508),685,24,3.630862,226.841,1.914039,459.4753
Blue,B2 (525),384,12,3.225806,277.322,1.701874,418.4453
Blue,B3 (542),392,15,3.97878,1055.777,1.641902,1195.91
Blue,B4 (581),334,6,1.829268,1649.93,1.61588,1363.646
Blue,B5 (598),348,2,0.5780346,1840.937,1.554344,1388.814
Blue,B6 (615),229,1,0.4385965,1899.269,1.716858,1005.785
Blue,B7 (661),364,5,1.392758,1128.063,1.676996,675.3979
Blue,B8 (679),367,4,1.101928,932.672,1.720263,602.0663
Blue,B9 (697),621,12,1.970443,1132.717,1.905921,476.0137
Blue,B10 (717),415,14,3.491272,764.151,1.851423,212.0488
Blue,B11 (738),243,8,3.404255,506.106,1.943269,139.7555
Blue,B12 (760),338,15,4.643963,491.086,1.880034,118.0614
Blue,B13 (783),519,35,7.231405,386.275,2.100841,79.59627
Blue,B14 (812),527,26,5.18962,388.226,2.006305,76.28212
YellowGreen,YG1 (577),332,0,0,1754.224,1.083394,1334.49
YellowGreen,YG2 (598),347,-4,-1.139601,2449.547,0.9724147,1664.843
YellowGreen,YG3 (615),238,-1,-0.41841,3281.68,1.102461,2335.323
YellowGreen,YG4 (661),415,-4,-0.954654,1855.528,1.062005,1598.76
YellowGreen,YG5 (679),333,-4,-1.186944,1591.162,1.083402,1386.811
YellowGreen,YG6 (697),471,-12,-2.484472,1748.24,1.228623,757.7722
YellowGreen,YG7 (720),310,-4,-1.273885,2393.652,1.164859,698.4846
YellowGreen,YG8 (750),266,-1,-0.3745318,1227.249,1.277974,369.9467
YellowGreen,YG9 (780),383,-5,-1.28866,1033.359,1.291759,240.0028
YellowGreen,YG10 (812),388,0,0,571.335,1.313511,105.2463
Red,R1 (661),217,1,0.462963,389.111,1.243368,1261.903
Red,R2 (679),172,0,0,1075.496,1.214006,2543.54
Red,R3 (697),243,-1,-0.4098361,2019.763,1.199149,2298.516
Red,R4 (717),229,1,0.4385965,1930.21,1.092092,1363.613
Red,R5 (738),210,0,0,1611.952,1.211754,979.6755
Red,R6 (760),164,0,0,1405.477,1.212308,688.9947
Red,R7 (783),327,-1,-0.304878,1563.887,1.21699,561.8759
Red,R8 (812),201,2,1.005025,773.937,1.248095,227.1182


Laser Settings
Laser, Laser Delay, Area Scaling Factor, Laser Power
YellowGreen,-40.45,1.150061,1.5
Violet,-20.1,1.056931,11.1
Blue,0,1.214015,1.475
Red,20.075,1.08485,64.92
UV,40.325,0.9499639,0
FSC Area Scaling Factor,1.264539,Window Extension,3
Flow Rate,10.73
Temperature,22.75
