DailyQCReport_U0321SP_20260202_093048


Configuration Name,5-Laser-V16-B14-R8-YG10-UV16
Serial Number,U0321SP
Bead Lot ID,2007
Software,SpectroFlo 3.3.0


Laser,Detector,Gain, Delta Gain,% Gain Change,Median, % rCV,Sensitivity
Detector Settings
Blue,FSC,174,0,0,2044.513,2.119186,2395.298
Violet,SSC,24,4,20,1996.273,4.584268,13050.12
Blue,SSC-B,82,3,3.797468,2064.141,2.708992,11081.63
UV,UV1 (373),1358,46,3.506098,223.4165,4.514503,31.21558
UV,UV2 (388),326,12,3.821656,1335.766,1.58001,389.9002
UV,UV3 (428),593,21,3.671329,1028.77,1.659746,1632.164
UV,UV4 (443),1057,35,3.424658,900.276,1.949748,2020.424
UV,UV5 (458),629,25,4.139073,973.93,1.834835,2859.269
UV,UV6 (473),446,18,4.205607,1483.163,1.825438,4883.415
UV,UV7 (514),591,24,4.232804,2057.929,1.954836,7216.761
UV,UV8 (542),528,19,3.73281,1544.914,1.851683,4874.4
UV,UV9 (582),607,24,4.116638,2510.002,1.89851,4740.765
UV,UV10 (613),358,9,2.578797,1968.185,1.826829,4606.619
UV,UV11 (664),528,19,3.73281,878.1075,1.907867,2219.189
UV,UV12 (692),419,7,1.699029,658.7425,1.893211,1186.524
UV,UV13 (720),786,16,2.077922,689.429,2.034297,1172.791
UV,UV14 (750),1253,33,2.704918,801.5005,2.286888,1607.715
UV,UV15 (780),761,15,2.010724,630.1895,2.165544,813.3441
UV,UV16 (812),1089,13,1.208178,423.19,2.450421,628.2904
Violet,V1 (428),205,29,16.47727,797.5765,1.383644,1565.934
Violet,V2 (443),279,39,16.25,1877.993,0.9927644,3367.269
Violet,V3 (458),241,32,15.311,2157.307,1.100142,4451.261
Violet,V4 (473),203,30,17.34104,2176.292,1.259328,3755.528
Violet,V5 (508),193,28,16.9697,2059.417,1.065643,3836.198
Violet,V6 (525),194,24,14.11765,1519.44,0.9873985,2864.749
Violet,V7 (542),271,40,17.31602,2039.311,1.080498,3135.711
Violet,V8 (581),453,58,14.68354,2381.645,1.350654,1627.546
Violet,V9 (598),287,38,15.26104,2304.993,1.162253,1228.686
Violet,V10 (615),367,45,13.97515,3262.751,1.121817,1236.79
Violet,V11 (664),314,39,14.18182,1325.42,1.170527,522.0551
Violet,V12 (692),252,29,13.00449,1015.048,1.398228,307.7819
Violet,V13 (720),199,22,12.42938,1088.036,1.393418,194.382
Violet,V14 (750),345,39,12.7451,928.5895,1.232746,167.6771
Violet,V15 (780),414,43,11.5903,800.7345,1.633265,98.12268
Violet,V16 (812),393,47,13.58381,362.176,1.889989,39.30106
Blue,B1 (508),682,21,3.177005,234.695,1.921844,458.6356
Blue,B2 (525),382,10,2.688172,284.1545,1.740766,404.4813
Blue,B3 (542),389,12,3.183024,1071.538,1.643641,1305.6
Blue,B4 (581),330,2,0.6097561,1623.376,1.599153,1307.869
Blue,B5 (598),346,0,0,1799.584,1.561059,1317.308
Blue,B6 (615),230,2,0.877193,1886.66,1.756156,1004.023
Blue,B7 (661),370,11,3.064067,1174.816,1.713859,677.2008
Blue,B8 (679),369,6,1.652892,936.9865,1.748318,533.492
Blue,B9 (697),627,18,2.955665,1173.538,1.897121,530.5626
Blue,B10 (717),424,23,5.735661,807.5505,1.871699,220.0539
Blue,B11 (738),242,7,2.978724,514.7375,1.937149,144.776
Blue,B12 (760),342,19,5.882353,510.5925,1.906914,118.6506
Blue,B13 (783),517,33,6.818182,395.8705,2.081566,81.51909
Blue,B14 (812),519,18,3.592814,389.0525,1.95657,76.82295
YellowGreen,YG1 (577),336,4,1.204819,1780.149,1.142146,1271.11
YellowGreen,YG2 (598),349,-2,-0.5698006,2423.832,1.099834,1751.27
YellowGreen,YG3 (615),240,1,0.41841,3277.261,1.245475,2171.99
YellowGreen,YG4 (661),421,2,0.477327,1881.64,1.202383,1634.394
YellowGreen,YG5 (679),338,1,0.2967359,1617.994,1.288744,1271.971
YellowGreen,YG6 (697),480,-3,-0.621118,1776.473,1.434549,721.2303
YellowGreen,YG7 (720),315,1,0.3184713,2409.811,1.403594,783.9766
YellowGreen,YG8 (750),267,0,0,1217.896,1.46287,375.9916
YellowGreen,YG9 (780),386,-2,-0.5154639,1031.967,1.481904,228.2203
YellowGreen,YG10 (812),396,8,2.061856,577.5825,1.348739,103.7455
Red,R1 (661),217,1,0.462963,398.2075,1.292223,1328.617
Red,R2 (679),173,1,0.5813953,1088.288,1.252496,2805.445
Red,R3 (697),246,2,0.8196721,2040.528,1.246364,2395.724
Red,R4 (717),229,1,0.4385965,1935.267,1.127587,1286.755
Red,R5 (738),212,2,0.952381,1631.177,1.257463,1001.358
Red,R6 (760),164,0,0,1405.076,1.250338,721.2903
Red,R7 (783),329,1,0.304878,1579.213,1.249753,568.4966
Red,R8 (812),202,3,1.507538,781.1965,1.256133,233.9025


Laser Settings
Laser, Laser Delay, Area Scaling Factor, Laser Power
YellowGreen,-40.4,1.153905,1.425
Violet,-20.1,1.060414,11.15
Blue,0,1.221039,1.475
Red,20.025,1.091349,64.96
UV,40.325,0.9511007,0
FSC Area Scaling Factor,1.268155,Window Extension,3
Flow Rate,12.31
Temperature,23
