DailyQCReport_U0321SP_20260113_073155


Configuration Name,5-Laser-V16-B14-R8-YG10-UV16
Serial Number,U0321SP
Bead Lot ID,2007
Software,SpectroFlo 3.3.0


Laser,Detector,Gain, Delta Gain,% Gain Change,Median, % rCV,Sensitivity
Detector Settings
Blue,FSC,174,0,0,2085.69,1.664515,2048.16
Violet,SSC,23,3,15,1991.494,4.691248,13286.8
Blue,SSC-B,77,-2,-2.531646,1988.126,3.050585,11216.43
UV,UV1 (373),1360,48,3.658536,226.306,4.565251,31.53829
UV,UV2 (388),319,5,1.592357,1332.076,1.694811,368.2177
UV,UV3 (428),574,2,0.3496504,1003.662,1.647645,1506.549
UV,UV4 (443),1020,-2,-0.1956947,875.4765,1.882403,1980.717
UV,UV5 (458),606,2,0.3311258,960.4385,1.740537,3121.438
UV,UV6 (473),433,5,1.168224,1472.689,1.686801,5160.899
UV,UV7 (514),570,3,0.5291005,2033.04,1.81976,7381.402
UV,UV8 (542),515,6,1.178782,1531.451,1.704385,4777.664
UV,UV9 (582),590,7,1.200686,2479.116,1.767849,4569.58
UV,UV10 (613),354,5,1.432665,1970.815,1.681032,4589.04
UV,UV11 (664),516,7,1.375246,876.0555,1.768736,1759.954
UV,UV12 (692),411,-1,-0.2427184,655.475,1.808813,1205.609
UV,UV13 (720),780,10,1.298701,689.8715,1.955712,1196.938
UV,UV14 (750),1242,22,1.803279,808.965,2.191675,1573.919
UV,UV15 (780),753,7,0.9383377,631.3195,2.105704,837.1329
UV,UV16 (812),1072,-4,-0.3717472,423.4955,2.440529,655.3879
Violet,V1 (428),197,21,11.93182,800.128,1.67365,1549.997
Violet,V2 (443),273,33,13.75,1879.13,1.278469,3445.334
Violet,V3 (458),236,27,12.91866,2172.659,1.370223,4239.669
Violet,V4 (473),196,23,13.2948,2177.967,1.537343,3787.191
Violet,V5 (508),184,19,11.51515,2048.431,1.35442,3708.856
Violet,V6 (525),189,19,11.17647,1532.801,1.294254,2884.216
Violet,V7 (542),263,32,13.85281,2048.721,1.328861,3007.782
Violet,V8 (581),445,50,12.65823,2428.836,1.575233,1776.717
Violet,V9 (598),280,31,12.4498,2325.48,1.357029,1310.364
Violet,V10 (615),362,40,12.42236,3310.486,1.292428,1161.011
Violet,V11 (664),311,36,13.09091,1344.554,1.346488,515.2819
Violet,V12 (692),250,27,12.10762,1035.306,1.531328,272.8995
Violet,V13 (720),197,20,11.29943,1101.386,1.508265,188.7159
Violet,V14 (750),343,37,12.0915,939.3765,1.375773,171.8322
Violet,V15 (780),414,43,11.5903,816.7575,1.755968,105.8346
Violet,V16 (812),385,39,11.27168,362.1865,2.025615,38.46037
Blue,B1 (508),648,-13,-1.966717,228.942,1.894408,428.0074
Blue,B2 (525),361,-11,-2.956989,275.7675,1.67017,386.764
Blue,B3 (542),376,-1,-0.265252,1057.468,1.598212,1179.511
Blue,B4 (581),332,4,1.219512,1652.793,1.54314,1360.702
Blue,B5 (598),348,2,0.5780346,1848.266,1.503937,1325.583
Blue,B6 (615),229,1,0.4385965,1913.313,1.653983,1103.293
Blue,B7 (661),353,-6,-1.671309,1132.348,1.600888,639.1969
Blue,B8 (679),361,-2,-0.5509642,921.61,1.630349,562.0634
Blue,B9 (697),607,-2,-0.3284072,1138.738,1.771677,486.3982
Blue,B10 (717),402,1,0.2493766,783.6695,1.740459,216.5739
Blue,B11 (738),233,-2,-0.8510638,501.452,1.829903,136.869
Blue,B12 (760),324,1,0.3095975,491.642,1.760465,105.0018
Blue,B13 (783),494,10,2.066116,385.1225,1.995243,76.10944
Blue,B14 (812),509,8,1.596806,387.151,1.891919,80.31501
YellowGreen,YG1 (577),329,-3,-0.9036144,1762.495,1.110624,1302.019
YellowGreen,YG2 (598),350,-1,-0.2849003,2477.101,1.088991,1703.883
YellowGreen,YG3 (615),238,-1,-0.41841,3276.762,1.211413,2273.486
YellowGreen,YG4 (661),409,-10,-2.386635,1853.213,1.122841,1506.367
YellowGreen,YG5 (679),333,-4,-1.186944,1585.135,1.174206,1319.412
YellowGreen,YG6 (697),483,0,0,1785.806,1.315705,754.4471
YellowGreen,YG7 (720),312,-2,-0.6369427,2406.979,1.270148,715.1088
YellowGreen,YG8 (750),265,-2,-0.7490637,1220.375,1.354306,356.7434
YellowGreen,YG9 (780),383,-5,-1.28866,1032.173,1.367091,231.4123
YellowGreen,YG10 (812),389,1,0.2577319,576.9235,1.3567,102.0966
Red,R1 (661),207,-9,-4.166667,390.8025,1.619594,1284.042
Red,R2 (679),170,-2,-1.162791,1074.888,1.652055,2623.91
Red,R3 (697),246,2,0.8196721,2045.465,1.583124,2174.002
Red,R4 (717),226,-2,-0.877193,1905.553,1.475635,1252.849
Red,R5 (738),210,0,0,1627.297,1.566002,973.3925
Red,R6 (760),163,-1,-0.6097561,1406.84,1.543682,687.6448
Red,R7 (783),325,-3,-0.9146341,1570.99,1.567114,571.7073
Red,R8 (812),199,0,0,776.715,1.502444,226.8891


Laser Settings
Laser, Laser Delay, Area Scaling Factor, Laser Power
YellowGreen,-40.45,1.161738,1.45
Violet,-20.175,1.050399,11.15
Blue,0,1.234281,1.5
Red,20.075,1.106027,65
UV,40.35,0.9505724,0
FSC Area Scaling Factor,1.284897,Window Extension,3
Flow Rate,10.79
Temperature,24.12
