DailyQCReport_U0321SP_20260114_084637


Configuration Name,5-Laser-V16-B14-R8-YG10-UV16
Serial Number,U0321SP
Bead Lot ID,2007
Software,SpectroFlo 3.3.0


Laser,Detector,Gain, Delta Gain,% Gain Change,Median, % rCV,Sensitivity
Detector Settings
Blue,FSC,174,0,0,2046.956,2.386562,1774.635
Violet,SSC,23,3,15,2036.96,4.377058,11991.16
Blue,SSC-B,77,-2,-2.531646,1937.319,2.769355,10260.92
UV,UV1 (373),1360,48,3.658536,229.622,4.368136,31.47166
UV,UV2 (388),319,5,1.592357,1343.182,1.551656,380.6321
UV,UV3 (428),574,2,0.3496504,1000.084,1.643781,1555.039
UV,UV4 (443),1020,-2,-0.1956947,875.149,1.858049,2061.708
UV,UV5 (458),606,2,0.3311258,959.275,1.748904,2612.283
UV,UV6 (473),433,5,1.168224,1472.196,1.697279,5099.356
UV,UV7 (514),570,3,0.5291005,2042.131,1.813637,7426.064
UV,UV8 (542),515,6,1.178782,1539.052,1.707031,4904.969
UV,UV9 (582),590,7,1.200686,2486.576,1.784491,4599.997
UV,UV10 (613),354,5,1.432665,1982.076,1.697802,4825.714
UV,UV11 (664),516,7,1.375246,884.9065,1.790861,2174.264
UV,UV12 (692),411,-1,-0.2427184,656.966,1.810963,1313.163
UV,UV13 (720),780,10,1.298701,693.637,1.960984,1160.573
UV,UV14 (750),1242,22,1.803279,814.7665,2.157627,1607.494
UV,UV15 (780),753,7,0.9383377,634.421,2.105067,781.4752
UV,UV16 (812),1072,-4,-0.3717472,425.569,2.387854,608.776
Violet,V1 (428),197,21,11.93182,810.8815,1.360991,1491.203
Violet,V2 (443),273,33,13.75,1911.236,0.9676052,3569.102
Violet,V3 (458),236,27,12.91866,2203.256,1.069531,4460.607
Violet,V4 (473),196,23,13.2948,2210.632,1.242619,3848.237
Violet,V5 (508),184,19,11.51515,2077.717,1.034287,4068.704
Violet,V6 (525),189,19,11.17647,1554.739,0.9564667,3010.283
Violet,V7 (542),263,32,13.85281,2081.104,1.054025,3018.573
Violet,V8 (581),445,50,12.65823,2470.039,1.317202,1712.914
Violet,V9 (598),280,31,12.4498,2358.682,1.11165,1194.144
Violet,V10 (615),362,40,12.42236,3368.187,1.0714,1272.219
Violet,V11 (664),311,36,13.09091,1375.026,1.151709,528.2679
Violet,V12 (692),250,27,12.10762,1054.5,1.398839,287.2484
Violet,V13 (720),197,20,11.29943,1119.982,1.384802,186.9706
Violet,V14 (750),343,37,12.0915,955.693,1.210126,173.3526
Violet,V15 (780),414,43,11.5903,830.714,1.643647,93.17634
Violet,V16 (812),385,39,11.27168,366.5685,1.807391,38.4813
Blue,B1 (508),648,-13,-1.966717,223.276,2.124082,417.5819
Blue,B2 (525),361,-11,-2.956989,269.019,1.909629,392.0932
Blue,B3 (542),376,-1,-0.265252,1031.042,1.749218,1213.172
Blue,B4 (581),332,4,1.219512,1631.895,1.688734,1297.916
Blue,B5 (598),348,2,0.5780346,1829.643,1.654256,1373.214
Blue,B6 (615),229,1,0.4385965,1888.818,1.816115,1041.48
Blue,B7 (661),353,-6,-1.671309,1119.714,1.766539,667.1848
Blue,B8 (679),361,-2,-0.5509642,907.6335,1.821023,522.7148
Blue,B9 (697),607,-2,-0.3284072,1114.878,2.00499,477.5789
Blue,B10 (717),402,1,0.2493766,761.678,1.951425,216.5431
Blue,B11 (738),233,-2,-0.8510638,489.1815,2.052456,136.7297
Blue,B12 (760),324,1,0.3095975,476.291,1.999481,107.4248
Blue,B13 (783),494,10,2.066116,371.544,2.210207,77.39854
Blue,B14 (812),509,8,1.596806,376.811,2.10084,73.65251
YellowGreen,YG1 (577),329,-3,-0.9036144,1742.255,1.118696,1318.766
YellowGreen,YG2 (598),350,-1,-0.2849003,2439.451,1.060346,1708.137
YellowGreen,YG3 (615),238,-1,-0.41841,3220.198,1.207038,2193.913
YellowGreen,YG4 (661),409,-10,-2.386635,1836.4,1.163592,1677.752
YellowGreen,YG5 (679),333,-4,-1.186944,1565.255,1.244494,1226.044
YellowGreen,YG6 (697),483,0,0,1763.393,1.403655,728.0668
YellowGreen,YG7 (720),312,-2,-0.6369427,2368.101,1.394299,709.9819
YellowGreen,YG8 (750),265,-2,-0.7490637,1198.401,1.468534,340.5361
YellowGreen,YG9 (780),383,-5,-1.28866,1011.393,1.475973,218.0473
YellowGreen,YG10 (812),389,1,0.2577319,564.7275,1.410283,102.8949
Red,R1 (661),207,-9,-4.166667,394.5695,1.287355,1231.272
Red,R2 (679),170,-2,-1.162791,1070.499,1.236337,2588.992
Red,R3 (697),246,2,0.8196721,2029.198,1.210376,2097.84
Red,R4 (717),226,-2,-0.877193,1885.838,1.101653,1248.734
Red,R5 (738),210,0,0,1609.329,1.244911,1000.328
Red,R6 (760),163,-1,-0.6097561,1388.489,1.241384,701.8358
Red,R7 (783),325,-3,-0.9146341,1549.356,1.264542,557.8632
Red,R8 (812),199,0,0,762.524,1.267976,226.2769


Laser Settings
Laser, Laser Delay, Area Scaling Factor, Laser Power
YellowGreen,-40.325,1.155637,1.425
Violet,-20.075,1.068306,11.15
Blue,0,1.220492,1.45
Red,20,1.093528,65
UV,40.3,0.9472318,0
FSC Area Scaling Factor,1.270694,Window Extension,3
Flow Rate,10.45
Temperature,23
