DailyQCReport_U0321SP_20260115_084758


Configuration Name,5-Laser-V16-B14-R8-YG10-UV16
Serial Number,U0321SP
Bead Lot ID,2007
Software,SpectroFlo 3.3.0


Laser,Detector,Gain, Delta Gain,% Gain Change,Median, % rCV,Sensitivity
Detector Settings
Blue,FSC,174,0,0,2051.477,2.194655,2456.32
Violet,SSC,23,3,15,2014.943,4.408597,13404.21
Blue,SSC-B,77,-2,-2.531646,1933.558,2.721787,10537.64
UV,UV1 (373),1360,48,3.658536,234.5605,3.990962,32.72715
UV,UV2 (388),319,5,1.592357,1366.636,1.52104,394.8361
UV,UV3 (428),574,2,0.3496504,1024.894,1.774912,1645.631
UV,UV4 (443),1020,-2,-0.1956947,897.193,2.051064,2087.026
UV,UV5 (458),606,2,0.3311258,980.787,1.919109,2756.852
UV,UV6 (473),433,5,1.168224,1506.911,1.89025,5230.381
UV,UV7 (514),570,3,0.5291005,2076.743,2.019951,7487.876
UV,UV8 (542),515,6,1.178782,1570.565,1.928244,4886.513
UV,UV9 (582),590,7,1.200686,2534.144,1.95944,4705.873
UV,UV10 (613),354,5,1.432665,2013.098,1.874794,4554.366
UV,UV11 (664),516,7,1.375246,898.375,1.946539,2227.957
UV,UV12 (692),411,-1,-0.2427184,669.922,1.985965,1262.047
UV,UV13 (720),780,10,1.298701,707.147,2.108369,1250.982
UV,UV14 (750),1242,22,1.803279,829.6565,2.30976,1641.205
UV,UV15 (780),753,7,0.9383377,646.8785,2.243271,837.8456
UV,UV16 (812),1072,-4,-0.3717472,433.675,2.522734,628.0297
Violet,V1 (428),197,21,11.93182,803.979,1.356943,1521.92
Violet,V2 (443),273,33,13.75,1894.028,0.9885191,3468.106
Violet,V3 (458),236,27,12.91866,2186.14,1.091022,4409.853
Violet,V4 (473),196,23,13.2948,2192.719,1.258376,3736.614
Violet,V5 (508),184,19,11.51515,2058.274,1.069383,3799.074
Violet,V6 (525),189,19,11.17647,1543.248,0.9939514,2914.123
Violet,V7 (542),263,32,13.85281,2061.278,1.079164,2989.949
Violet,V8 (581),445,50,12.65823,2445.663,1.32253,1696.934
Violet,V9 (598),280,31,12.4498,2328.127,1.135341,1288.031
Violet,V10 (615),362,40,12.42236,3323.448,1.085361,1084.809
Violet,V11 (664),311,36,13.09091,1358.339,1.150978,525.387
Violet,V12 (692),250,27,12.10762,1044.932,1.358067,298.5242
Violet,V13 (720),197,20,11.29943,1111.51,1.357707,184.7637
Violet,V14 (750),343,37,12.0915,948.989,1.213561,152.336
Violet,V15 (780),414,43,11.5903,825.662,1.592824,98.07082
Violet,V16 (812),385,39,11.27168,365.332,1.802379,38.02475
Blue,B1 (508),648,-13,-1.966717,219.881,1.960178,419.0044
Blue,B2 (525),361,-11,-2.956989,265.96,1.744728,396.7421
Blue,B3 (542),376,-1,-0.265252,1029.011,1.670954,1180.926
Blue,B4 (581),332,4,1.219512,1639.476,1.636293,1336.853
Blue,B5 (598),348,2,0.5780346,1839.015,1.591921,1346.405
Blue,B6 (615),229,1,0.4385965,1889.913,1.722268,1029.846
Blue,B7 (661),353,-6,-1.671309,1113.203,1.673191,650.6994
Blue,B8 (679),361,-2,-0.5509642,904.6035,1.702751,533.0396
Blue,B9 (697),607,-2,-0.3284072,1105.02,1.861377,460.2057
Blue,B10 (717),402,1,0.2493766,751.695,1.851764,210.0231
Blue,B11 (738),233,-2,-0.8510638,485.9165,1.92582,144.5521
Blue,B12 (760),324,1,0.3095975,471.6585,1.857106,106.1064
Blue,B13 (783),494,10,2.066116,368.3815,2.095545,70.96236
Blue,B14 (812),509,8,1.596806,377.952,2.010631,76.43896
YellowGreen,YG1 (577),329,-3,-0.9036144,1735.632,1.117158,1323.513
YellowGreen,YG2 (598),350,-1,-0.2849003,2410.892,1.030532,1682.695
YellowGreen,YG3 (615),238,-1,-0.41841,3191.487,1.177524,2209.097
YellowGreen,YG4 (661),409,-10,-2.386635,1827.424,1.144642,1649.348
YellowGreen,YG5 (679),333,-4,-1.186944,1560.168,1.216496,1279.11
YellowGreen,YG6 (697),483,0,0,1759.465,1.368467,739.2644
YellowGreen,YG7 (720),312,-2,-0.6369427,2363.998,1.337994,706.5352
YellowGreen,YG8 (750),265,-2,-0.7490637,1197.405,1.419677,355.0262
YellowGreen,YG9 (780),383,-5,-1.28866,1012.273,1.428532,225.1252
YellowGreen,YG10 (812),389,1,0.2577319,565.9295,1.354619,104.9003
Red,R1 (661),207,-9,-4.166667,393.1915,1.220096,1255.58
Red,R2 (679),170,-2,-1.162791,1070.91,1.230446,2650.986
Red,R3 (697),246,2,0.8196721,2033.646,1.227427,2293.219
Red,R4 (717),226,-2,-0.877193,1894.412,1.103934,1217.343
Red,R5 (738),210,0,0,1614.314,1.24965,996.3575
Red,R6 (760),163,-1,-0.6097561,1394.245,1.231662,666.4468
Red,R7 (783),325,-3,-0.9146341,1556.807,1.268536,557.8474
Red,R8 (812),199,0,0,769.0825,1.226513,232.8427


Laser Settings
Laser, Laser Delay, Area Scaling Factor, Laser Power
YellowGreen,-40.35,1.156988,1.4
Violet,-20.075,1.063337,11.2
Blue,0,1.223507,1.45
Red,20.025,1.09656,65
UV,40.275,0.9475548,0
FSC Area Scaling Factor,1.271078,Window Extension,3
Flow Rate,9.96
Temperature,23.12
