DailyQCReport_U0321SP_20260106_093806


Configuration Name,5-Laser-V16-B14-R8-YG10-UV16
Serial Number,U0321SP
Bead Lot ID,2007
Software,SpectroFlo 3.3.0


Laser,Detector,Gain, Delta Gain,% Gain Change,Median, % rCV,Sensitivity
Detector Settings
Blue,FSC,174,0,0,2075.168,1.826916,2800.401
Violet,SSC,23,3,15,2024.158,4.589846,12938.32
Blue,SSC-B,80,1,1.265823,2003.297,2.830199,11871.16
UV,UV1 (373),1269,-43,-3.277439,222.223,4.771644,30.63779
UV,UV2 (388),304,-10,-3.184713,1325.151,1.801273,402.1913
UV,UV3 (428),553,-19,-3.321678,1001.046,1.683484,1605.894
UV,UV4 (443),986,-36,-3.522505,885.928,1.849652,2084.249
UV,UV5 (458),579,-25,-4.139073,947.88,1.701506,2807.511
UV,UV6 (473),410,-18,-4.205607,1467.193,1.64288,5043.846
UV,UV7 (514),536,-31,-5.467372,2034.936,1.782983,7515.191
UV,UV8 (542),480,-29,-5.697446,1562.069,1.754279,5064.37
UV,UV9 (582),540,-43,-7.375643,2502.185,1.913203,4751.82
UV,UV10 (613),332,-17,-4.87106,1961.246,1.656904,4493.523
UV,UV11 (664),485,-24,-4.715128,859.499,1.899095,2280.765
UV,UV12 (692),428,16,3.883495,633.31,2.973449,1202.285
UV,UV13 (720),868,98,12.72727,651.105,4.21926,1098.285
UV,UV14 (750),1392,172,14.09836,728.854,4.684929,1416.579
UV,UV15 (780),872,126,16.89008,579.143,5.014049,770.2454
UV,UV16 (812),1252,176,16.35688,389.474,5.302595,550.7289
Violet,V1 (428),194,18,10.22727,807.237,1.592371,1544.898
Violet,V2 (443),267,27,11.25,1880.055,1.16311,3348.117
Violet,V3 (458),231,22,10.52632,2178.691,1.278721,4435.926
Violet,V4 (473),190,17,9.82659,2188.049,1.499142,3859.313
Violet,V5 (508),179,14,8.484849,2078.272,1.374891,3773.098
Violet,V6 (525),183,13,7.647059,1537.278,1.349299,2786.722
Violet,V7 (542),249,18,7.792208,2077.346,1.551541,3180.157
Violet,V8 (581),412,17,4.303797,2459.247,1.940572,1702.272
Violet,V9 (598),266,17,6.827309,2334.928,1.485396,1265.708
Violet,V10 (615),346,24,7.453416,3347.35,1.218473,1155.056
Violet,V11 (664),297,22,8,1321.309,1.217728,507.7413
Violet,V12 (692),264,41,18.38565,982.791,2.427702,294.5605
Violet,V13 (720),223,46,25.9887,1022.524,3.557289,182.8322
Violet,V14 (750),400,94,30.71896,859.925,3.853999,153.3527
Violet,V15 (780),492,121,32.61456,755.73,4.320679,83.80419
Violet,V16 (812),468,122,35.26012,330.67,4.492712,34.9607
Blue,B1 (508),638,-23,-3.479577,230.278,1.934098,419.5369
Blue,B2 (525),354,-18,-4.838709,280.174,1.795181,395.6179
Blue,B3 (542),354,-23,-6.100796,1088.719,1.82493,1362.788
Blue,B4 (581),308,-20,-6.097561,1704.533,1.864754,1407.946
Blue,B5 (598),334,-12,-3.468208,1876.679,1.649657,1350.562
Blue,B6 (615),221,-7,-3.070175,1918.923,1.682869,1004.53
Blue,B7 (661),349,-10,-2.785515,1138.099,1.597796,698.5511
Blue,B8 (679),373,10,2.754821,919.265,1.784656,526.2249
Blue,B9 (697),666,57,9.359606,1102.24,2.618217,441.7696
Blue,B10 (717),447,46,11.47132,724.82,3.154241,201.6898
Blue,B11 (738),269,34,14.46809,480.755,3.461383,132.6789
Blue,B12 (760),375,52,16.09907,457.452,3.750038,106.1685
Blue,B13 (783),564,80,16.52892,357.167,4.089864,67.43819
Blue,B14 (812),597,96,19.16168,360.666,4.05767,65.82308
YellowGreen,YG1 (577),311,-21,-6.325302,1800.24,1.453431,1429.37
YellowGreen,YG2 (598),344,-7,-1.994302,2431.794,1.079449,1705.667
YellowGreen,YG3 (615),239,0,0,3220.037,1.420717,2220.686
YellowGreen,YG4 (661),415,-4,-0.954654,1840.807,1.569545,1459.672
YellowGreen,YG5 (679),351,14,4.154303,1556.764,2.154065,1306.597
YellowGreen,YG6 (697),542,59,12.21532,1685.075,3.38935,669.5696
YellowGreen,YG7 (720),370,56,17.83439,2211.263,4.18522,646.7866
YellowGreen,YG8 (750),324,57,21.34831,1129.128,4.473108,334.5746
YellowGreen,YG9 (780),476,88,22.68041,942.117,4.880477,204.7211
YellowGreen,YG10 (812),484,96,24.74227,516.474,4.971599,94.31992
Red,R1 (661),206,-10,-4.62963,383.788,1.985386,1221.468
Red,R2 (679),181,9,5.232558,1043.926,2.492302,2442.213
Red,R3 (697),285,41,16.80328,1872.842,3.986039,2077.839
Red,R4 (717),278,50,21.92982,1738.962,4.731361,1120.806
Red,R5 (738),260,50,23.80952,1452.022,4.812211,913.0222
Red,R6 (760),203,39,23.78049,1266.049,4.737057,630.7189
Red,R7 (783),412,84,25.60976,1425.389,5.002377,477.9537
Red,R8 (812),258,59,29.64824,699.813,5.131205,194.0388


Laser Settings
Laser, Laser Delay, Area Scaling Factor, Laser Power
YellowGreen,-40.35,1.161246,1.6
Violet,-20.125,1.060705,11.25
Blue,0,1.232916,1.525
Red,20,1.10469,64.92
UV,40.3,0.9481918,0
FSC Area Scaling Factor,1.281755,Window Extension,3
Flow Rate,10.92
Temperature,23.75
