DailyQCReport_U0321SP_20260130_101024


Configuration Name,5-Laser-V16-B14-R8-YG10-UV16
Serial Number,U0321SP
Bead Lot ID,2007
Software,SpectroFlo 3.3.0


Laser,Detector,Gain, Delta Gain,% Gain Change,Median, % rCV,Sensitivity
Detector Settings
Blue,FSC,174,0,0,2094.245,2.302684,2417.62
Violet,SSC,25,5,25,1968.59,4.709985,12741.85
Blue,SSC-B,78,-1,-1.265823,1998.872,3.230178,11526.07
UV,UV1 (373),1311,-1,-0.07621951,223.584,5.27739,27.94344
UV,UV2 (388),311,-3,-0.9554141,1324.614,1.88762,290.4175
UV,UV3 (428),561,-11,-1.923077,1005.693,1.520588,1371.798
UV,UV4 (443),1010,-12,-1.174168,895.55,1.66906,1964.698
UV,UV5 (458),599,-5,-0.8278145,960.564,1.564031,2531.127
UV,UV6 (473),422,-6,-1.401869,1472.545,1.4845,4613.313
UV,UV7 (514),558,-9,-1.587302,2030.45,1.623487,6670.854
UV,UV8 (542),491,-18,-3.536346,1540.433,1.673097,4168.234
UV,UV9 (582),565,-18,-3.087478,2484.703,1.858788,4294.054
UV,UV10 (613),342,-7,-2.005731,1964.159,1.503788,3982.604
UV,UV11 (664),498,-11,-2.1611,853.147,1.633372,1923.85
UV,UV12 (692),428,16,3.883495,656.106,2.865921,1150.157
UV,UV13 (720),834,64,8.311688,680.597,4.159157,1039.903
UV,UV14 (750),1349,129,10.57377,775.056,4.668762,1603.01
UV,UV15 (780),836,90,12.06434,620.937,4.930572,822.3077
UV,UV16 (812),1201,125,11.6171,413.037,5.328465,629.6255
Violet,V1 (428),210,34,19.31818,795.601,1.968229,1480.138
Violet,V2 (443),290,50,20.83333,1872.459,1.484513,3470.645
Violet,V3 (458),250,41,19.61723,2178.145,1.615629,4606.651
Violet,V4 (473),208,35,20.23121,2181.342,1.821803,3572.644
Violet,V5 (508),197,32,19.39394,2049.41,1.659748,3906.285
Violet,V6 (525),199,29,17.05882,1527.383,1.619786,2862.468
Violet,V7 (542),276,45,19.48052,2056.681,1.772518,3080.104
Violet,V8 (581),459,64,16.20253,2414.353,2.076508,1721.551
Violet,V9 (598),293,44,17.67068,2285.386,1.687058,1227.36
Violet,V10 (615),380,58,18.01242,3288.55,1.510681,1193.113
Violet,V11 (664),326,51,18.54545,1334.616,1.443421,550.91
Violet,V12 (692),276,53,23.76682,1003.325,2.519958,295.5229
Violet,V13 (720),229,52,29.37853,1079.212,3.803406,184.7384
Violet,V14 (750),404,98,32.02615,906.336,4.147855,165.2593
Violet,V15 (780),497,126,33.96227,802.422,4.696058,98.10598
Violet,V16 (812),464,118,34.10405,347.489,5.059864,36.15918
Blue,B1 (508),650,-11,-1.664145,229.267,1.970907,417.062
Blue,B2 (525),357,-15,-4.032258,276.719,1.75363,384.4312
Blue,B3 (542),369,-8,-2.122016,1063.695,1.80633,1265.5
Blue,B4 (581),316,-12,-3.658536,1663.11,1.88566,1309.609
Blue,B5 (598),333,-13,-3.757225,1845.107,1.655171,1357.401
Blue,B6 (615),221,-7,-3.070175,1907.715,1.698984,994.4054
Blue,B7 (661),346,-13,-3.62117,1132.438,1.591619,594.1563
Blue,B8 (679),359,-4,-1.101928,916.418,1.759877,514.7386
Blue,B9 (697),641,32,5.254516,1132.84,2.656942,433.8223
Blue,B10 (717),441,40,9.975062,765.361,3.320998,208.9874
Blue,B11 (738),256,21,8.936171,495.363,3.693018,135.8807
Blue,B12 (760),365,42,13.0031,480.679,4.053122,105.5326
Blue,B13 (783),561,77,15.90909,378.815,4.435062,77.96113
Blue,B14 (812),579,78,15.56886,380.976,4.50207,73.25026
YellowGreen,YG1 (577),316,-16,-4.819277,1743.178,1.408393,1257.001
YellowGreen,YG2 (598),346,-5,-1.424501,2433.092,1.055013,1583.065
YellowGreen,YG3 (615),240,1,0.41841,3265.187,1.263994,2158.896
YellowGreen,YG4 (661),412,-7,-1.670644,1833.212,1.3914,1380.439
YellowGreen,YG5 (679),345,8,2.373887,1581.039,1.933052,1167.177
YellowGreen,YG6 (697),516,33,6.832298,1742.907,3.282959,690.7855
YellowGreen,YG7 (720),348,34,10.82803,2349.18,4.13808,713.5716
YellowGreen,YG8 (750),302,35,13.10861,1210.628,4.594522,357.0958
YellowGreen,YG9 (780),438,50,12.8866,1010.757,4.975101,220.9128
YellowGreen,YG10 (812),451,63,16.23711,550.593,5.227826,102.767
Red,R1 (661),202,-14,-6.481482,387.027,2.051501,1204.713
Red,R2 (679),175,3,1.744186,1063.859,2.624838,2486.708
Red,R3 (697),267,23,9.426229,1982.218,3.984246,2025.549
Red,R4 (717),256,28,12.2807,1880.792,4.740088,1262.127
Red,R5 (738),236,26,12.38095,1552.001,4.943378,940.1532
Red,R6 (760),186,22,13.41463,1369.879,5.036839,679.1987
Red,R7 (783),373,45,13.71951,1525.814,5.211725,519.0083
Red,R8 (812),233,34,17.08543,755.503,5.407826,208.7513


Laser Settings
Laser, Laser Delay, Area Scaling Factor, Laser Power
YellowGreen,-40.425,1.166185,1.45
Violet,-20.15,1.025326,11.2
Blue,0,1.239742,1.475
Red,20.175,1.116972,65.16
UV,40.325,0.9533365,0
FSC Area Scaling Factor,1.2911,Window Extension,3
Flow Rate,13.52
Temperature,24.5
