DailyQCReport_U0321SP_20260210_080528


Configuration Name,5-Laser-V16-B14-R8-YG10-UV16
Serial Number,U0321SP
Bead Lot ID,2007
Software,SpectroFlo 3.3.0


Laser,Detector,Gain, Delta Gain,% Gain Change,Median, % rCV,Sensitivity
Detector Settings
Blue,FSC,174,0,0,2065.721,2.207209,2072.513
Violet,SSC,25,5,25,2000.307,4.477911,12426.29
Blue,SSC-B,80,1,1.265823,2026.979,2.794712,10375.56
UV,UV1 (373),1358,46,3.506098,217.9285,4.191128,29.60927
UV,UV2 (388),321,7,2.229299,1284.226,1.618119,392.3207
UV,UV3 (428),584,12,2.097902,981.7215,1.840598,1526.756
UV,UV4 (443),1056,34,3.32681,872.778,2.102381,2070.327
UV,UV5 (458),626,22,3.642384,939.7845,1.967337,2753.409
UV,UV6 (473),443,15,3.504673,1440.621,1.947137,5129.838
UV,UV7 (514),584,17,2.998236,1976.507,2.061419,6919.007
UV,UV8 (542),528,19,3.73281,1510.895,1.98228,4590.747
UV,UV9 (582),595,12,2.058319,2372.461,2.019899,4511.191
UV,UV10 (613),359,10,2.86533,1907.052,1.943115,4586.659
UV,UV11 (664),515,6,1.178782,832.3325,2.013676,1955.163
UV,UV12 (692),418,6,1.456311,634.6655,2.030303,1214.273
UV,UV13 (720),797,27,3.506494,676.4755,2.15606,1098.395
UV,UV14 (750),1266,46,3.770492,780.936,2.370163,1660.012
UV,UV15 (780),769,23,3.08311,609.477,2.306564,784.5599
UV,UV16 (812),1095,19,1.765799,410.9095,2.622494,623.1744
Violet,V1 (428),209,33,18.75,793.2435,1.34499,1569.468
Violet,V2 (443),282,42,17.5,1852.12,0.9747828,3406.202
Violet,V3 (458),244,35,16.74641,2130.762,1.068217,4587.339
Violet,V4 (473),207,34,19.65318,2168.304,1.238181,3635.993
Violet,V5 (508),195,30,18.18182,2033.131,1.037676,3707.755
Violet,V6 (525),197,27,15.88235,1513.641,0.9710573,2870.681
Violet,V7 (542),276,45,19.48052,2041.943,1.038731,3020.926
Violet,V8 (581),462,67,16.96203,2399.876,1.305304,1704.525
Violet,V9 (598),292,43,17.26908,2261.096,1.105606,1238.274
Violet,V10 (615),378,56,17.3913,3286.267,1.058185,1206.13
Violet,V11 (664),322,47,17.09091,1337.402,1.113491,518.5603
Violet,V12 (692),262,39,17.48879,1012.213,1.320029,272.8011
Violet,V13 (720),206,29,16.38418,1090.17,1.303297,197.2143
Violet,V14 (750),360,54,17.64706,935.0795,1.168983,177.5847
Violet,V15 (780),432,61,16.44205,800.988,1.542348,94.27019
Violet,V16 (812),406,60,17.34104,358.33,1.772415,39.04709
Blue,B1 (508),655,-6,-0.9077156,223.502,1.944008,440.0227
Blue,B2 (525),369,-3,-0.8064516,275.453,1.687603,398.6313
Blue,B3 (542),374,-3,-0.795756,1028.864,1.632124,1235.23
Blue,B4 (581),329,1,0.304878,1620.277,1.569709,1313.274
Blue,B5 (598),355,9,2.601156,1850.569,1.513061,1325.891
Blue,B6 (615),232,4,1.754386,1908.052,1.688405,1032.142
Blue,B7 (661),361,2,0.557103,1157.886,1.636886,628.4741
Blue,B8 (679),368,5,1.37741,940.26,1.656831,548.6836
Blue,B9 (697),617,8,1.313629,1139.75,1.812885,484.5464
Blue,B10 (717),405,4,0.9975063,762.829,1.774365,214.0994
Blue,B11 (738),237,2,0.8510638,498.1715,1.880955,143.0227
Blue,B12 (760),327,4,1.23839,480.523,1.822266,105.4859
Blue,B13 (783),491,7,1.446281,370.8715,2.069904,74.11977
Blue,B14 (812),513,12,2.39521,379.0395,1.936613,76.36241
YellowGreen,YG1 (577),331,-1,-0.3012048,1750.37,1.192991,1349.17
YellowGreen,YG2 (598),355,4,1.139601,2412.659,1.128875,1708.287
YellowGreen,YG3 (615),243,4,1.67364,3227.44,1.295041,2191.249
YellowGreen,YG4 (661),420,1,0.2386635,1880.135,1.259022,1696.617
YellowGreen,YG5 (679),337,0,0,1573.729,1.323591,1229.514
YellowGreen,YG6 (697),492,9,1.863354,1761.443,1.481479,720.8534
YellowGreen,YG7 (720),319,5,1.592357,2365.467,1.469257,697.3739
YellowGreen,YG8 (750),271,4,1.498127,1201.824,1.563471,348.4243
YellowGreen,YG9 (780),394,6,1.546392,1020.828,1.543288,221.8961
YellowGreen,YG10 (812),401,13,3.350515,564.674,1.419191,102.728
Red,R1 (661),206,-10,-4.62963,405.916,1.224201,1289.186
Red,R2 (679),170,-2,-1.162791,1080.99,1.240534,2663.558
Red,R3 (697),247,3,1.229508,2010.403,1.230503,2135.958
Red,R4 (717),230,2,0.877193,1905.581,1.123139,1187.186
Red,R5 (738),213,3,1.428571,1622.121,1.259973,984.7202
Red,R6 (760),166,2,1.219512,1398.192,1.257084,689.3528
Red,R7 (783),333,5,1.52439,1572.327,1.295707,568.8241
Red,R8 (812),204,5,2.512563,770.743,1.25204,211.977


Laser Settings
Laser, Laser Delay, Area Scaling Factor, Laser Power
YellowGreen,-40.4,1.157203,1.5
Violet,-20.1,1.049367,11.2
Blue,0,1.225518,1.5
Red,20.05,1.097045,64.92
UV,40.275,0.9546334,0
FSC Area Scaling Factor,1.278287,Window Extension,3
Flow Rate,11.18
Temperature,23.25
