DailyQCReport_U0321SP_20260226_091044


Configuration Name,5-Laser-V16-B14-R8-YG10-UV16
Serial Number,U0321SP
Bead Lot ID,2007
Software,SpectroFlo 3.3.0


Laser,Detector,Gain, Delta Gain,% Gain Change,Median, % rCV,Sensitivity
Detector Settings
Blue,FSC,167,-7,-4.022989,1929.097,2.447305,2345.988
Violet,SSC,26,6,30,2019.805,4.631485,12234.08
Blue,SSC-B,80,1,1.265823,2001.619,2.846101,12501.89
UV,UV1 (373),1339,27,2.057927,222.724,4.919448,31.09561
UV,UV2 (388),324,10,3.184713,1335.569,1.745027,377.5708
UV,UV3 (428),590,18,3.146853,1008.19,1.558317,1573.388
UV,UV4 (443),1057,35,3.424658,896.487,1.756742,2060.616
UV,UV5 (458),619,15,2.483444,954.435,1.625281,2651.349
UV,UV6 (473),442,14,3.271028,1480.47,1.564469,4823.036
UV,UV7 (514),585,18,3.174603,2027.931,1.684301,7180.359
UV,UV8 (542),526,17,3.339882,1550.441,1.591608,4671.112
UV,UV9 (582),604,21,3.602058,2468.598,1.65568,4341.667
UV,UV10 (613),360,11,3.151862,1949.471,1.593822,4743.139
UV,UV11 (664),517,8,1.571709,864.511,1.696969,1619.386
UV,UV12 (692),421,9,2.184466,660.805,1.72211,1216.449
UV,UV13 (720),798,28,3.636364,690.944,1.890211,1161.813
UV,UV14 (750),1263,43,3.52459,798.006,2.114786,1626.381
UV,UV15 (780),776,30,4.021448,628.79,2.093403,824.8745
UV,UV16 (812),1108,32,2.973978,425.706,2.396918,636.9929
Violet,V1 (428),215,39,22.15909,793.649,1.389667,1539.213
Violet,V2 (443),293,53,22.08333,1865.623,0.987686,3427.118
Violet,V3 (458),254,45,21.5311,2177.821,1.094648,4561.229
Violet,V4 (473),213,40,23.12139,2188.634,1.255373,3769.924
Violet,V5 (508),202,37,22.42424,2049.614,1.0699,3813.332
Violet,V6 (525),204,34,20,1513.53,0.9884201,2904.958
Violet,V7 (542),284,53,22.94372,2052.51,1.056782,3133.771
Violet,V8 (581),476,81,20.50633,2376.614,1.31204,1731.816
Violet,V9 (598),302,53,21.28514,2278.228,1.117732,1206.378
Violet,V10 (615),391,69,21.42857,3321.637,1.062518,1324.402
Violet,V11 (664),329,54,19.63636,1332.964,1.129506,539.114
Violet,V12 (692),270,47,21.07623,1019.853,1.314898,314.5758
Violet,V13 (720),213,36,20.33898,1100.473,1.316025,197.4632
Violet,V14 (750),368,62,20.26144,931.066,1.17857,167.5813
Violet,V15 (780),450,79,21.2938,815.506,1.553009,100.0358
Violet,V16 (812),420,74,21.38728,360.571,1.819985,39.90468
Blue,B1 (508),653,-8,-1.210287,224.93,1.921112,404.1946
Blue,B2 (525),369,-3,-0.8064516,277.448,1.725793,400.8823
Blue,B3 (542),383,6,1.591512,1050.13,1.674066,1261.865
Blue,B4 (581),336,8,2.439024,1641.878,1.603584,1384.77
Blue,B5 (598),356,10,2.890173,1844.891,1.557657,1270.44
Blue,B6 (615),234,6,2.631579,1900.318,1.73632,1006.447
Blue,B7 (661),358,-1,-0.2785515,1131.805,1.68989,626.6617
Blue,B8 (679),366,3,0.8264462,929.48,1.721116,540.3951
Blue,B9 (697),622,13,2.134647,1135.614,1.903253,508.6295
Blue,B10 (717),413,12,2.992519,772.201,1.860913,227.5099
Blue,B11 (738),241,6,2.553191,504.898,1.95783,141.236
Blue,B12 (760),334,11,3.405573,490.596,1.88488,107.098
Blue,B13 (783),511,27,5.578512,384.727,2.133074,75.45057
Blue,B14 (812),528,27,5.389221,385.343,2.011628,77.19859
YellowGreen,YG1 (577),331,-1,-0.3012048,1750.001,1.143552,1241.108
YellowGreen,YG2 (598),361,10,2.849003,2432.209,1.047164,1578.996
YellowGreen,YG3 (615),245,6,2.51046,3247.482,1.22773,2281.621
YellowGreen,YG4 (661),419,0,0,1849.552,1.200241,1594.514
YellowGreen,YG5 (679),342,5,1.48368,1607.844,1.259754,1240.391
YellowGreen,YG6 (697),495,12,2.484472,1789.468,1.418085,727.0707
YellowGreen,YG7 (720),324,10,3.184713,2405.886,1.391555,750.6286
YellowGreen,YG8 (750),278,11,4.11985,1233.279,1.483067,358.971
YellowGreen,YG9 (780),399,11,2.835052,1036.889,1.500005,227.6923
YellowGreen,YG10 (812),406,18,4.639175,569.798,1.405518,107.1204
Red,R1 (661),200,-16,-7.407407,391.49,1.2875,1327.628
Red,R2 (679),170,-2,-1.162791,1081.437,1.298306,2796.333
Red,R3 (697),247,3,1.229508,2018.482,1.287295,2041.536
Red,R4 (717),231,3,1.315789,1930.484,1.191231,1305.664
Red,R5 (738),212,2,0.952381,1616.584,1.304114,968.303
Red,R6 (760),166,2,1.219512,1404.154,1.306255,688.9074
Red,R7 (783),333,5,1.52439,1578.317,1.321572,595.6124
Red,R8 (812),204,5,2.512563,774.477,1.265189,235.8226


Laser Settings
Laser, Laser Delay, Area Scaling Factor, Laser Power
YellowGreen,-40.4,1.15725,1.45
Violet,-20.1,1.03939,11.2
Blue,0,1.224446,1.475
Red,20.05,1.096209,65
UV,40.325,0.9550636,0
FSC Area Scaling Factor,1.272117,Window Extension,3
Flow Rate,12.37
Temperature,23.38
