DailyQCReport_U0321SP_20260218_083217


Configuration Name,5-Laser-V16-B14-R8-YG10-UV16
Serial Number,U0321SP
Bead Lot ID,2007
Software,SpectroFlo 3.3.0


Laser,Detector,Gain, Delta Gain,% Gain Change,Median, % rCV,Sensitivity
Detector Settings
Blue,FSC,176,2,1.149425,2102.192,1.749913,1565.724
Violet,SSC,25,5,25,1962.603,4.524121,13236.87
Blue,SSC-B,81,2,2.531646,2053.803,2.905136,11050.57
UV,UV1 (373),1352,40,3.04878,226.239,4.19436,31.69515
UV,UV2 (388),328,14,4.458599,1360.73,1.604023,396.1812
UV,UV3 (428),599,27,4.72028,1036.095,1.612019,1594.116
UV,UV4 (443),1059,37,3.620352,904.3215,1.78756,2148.529
UV,UV5 (458),631,27,4.470199,976.1245,1.642294,2916.172
UV,UV6 (473),448,20,4.672897,1511.435,1.562961,5258.598
UV,UV7 (514),589,22,3.88007,2069.454,1.713014,7329.489
UV,UV8 (542),533,24,4.715128,1557.116,1.592383,4652.861
UV,UV9 (582),609,26,4.459692,2533.514,1.663348,4647.544
UV,UV10 (613),363,14,4.011461,2001.231,1.588426,4756.526
UV,UV11 (664),526,17,3.339882,885.511,1.680155,2275.411
UV,UV12 (692),420,8,1.941748,667.8255,1.749082,1266.618
UV,UV13 (720),800,30,3.896104,700.059,1.927766,1232.234
UV,UV14 (750),1257,37,3.032787,799.7685,2.131281,1739.292
UV,UV15 (780),774,28,3.753351,637.986,2.11603,843.291
UV,UV16 (812),1105,29,2.695167,431.1545,2.422735,633.2585
Violet,V1 (428),211,35,19.88636,784.0675,1.457489,1540.929
Violet,V2 (443),285,45,18.75,1830.636,0.9773089,3447.175
Violet,V3 (458),246,37,17.70335,2104.441,1.095482,4446.969
Violet,V4 (473),208,35,20.23121,2139.219,1.279406,3748.41
Violet,V5 (508),198,33,20,2023.305,1.033404,3858.239
Violet,V6 (525),200,30,17.64706,1490.647,0.9492947,2934.971
Violet,V7 (542),279,48,20.77922,2015.92,1.020914,3157.658
Violet,V8 (581),465,70,17.72152,2353.873,1.316302,1724.047
Violet,V9 (598),293,44,17.67068,2228.128,1.048697,1179.021
Violet,V10 (615),378,56,17.3913,3237.689,1.00455,1206.49
Violet,V11 (664),321,46,16.72727,1307.473,1.09376,520.1907
Violet,V12 (692),259,36,16.1435,989.471,1.266545,285.3443
Violet,V13 (720),204,27,15.25424,1065.189,1.19703,192.0997
Violet,V14 (750),352,46,15.03268,906.346,1.095448,171.0124
Violet,V15 (780),430,59,15.90296,790.8795,1.425875,95.83153
Violet,V16 (812),402,56,16.18497,351.223,1.631969,38.14791
Blue,B1 (508),676,15,2.269289,230.2185,1.934693,474.0307
Blue,B2 (525),378,6,1.612903,281.613,1.72287,379.0015
Blue,B3 (542),389,12,3.183024,1077.448,1.62988,1193.422
Blue,B4 (581),340,12,3.658536,1681.514,1.590774,1350.242
Blue,B5 (598),353,7,2.023121,1866.704,1.526927,1314.69
Blue,B6 (615),232,4,1.754386,1923.26,1.692418,1080.614
Blue,B7 (661),361,2,0.557103,1160.23,1.638217,638.2465
Blue,B8 (679),365,2,0.5509642,934.0175,1.674604,531.1345
Blue,B9 (697),608,-1,-0.1642036,1130.677,1.846272,496.5041
Blue,B10 (717),409,8,1.995013,780.513,1.829062,217.7323
Blue,B11 (738),240,5,2.12766,507.9475,1.931861,151.6789
Blue,B12 (760),331,8,2.47678,490.091,1.886949,113.2803
Blue,B13 (783),509,25,5.165289,385.2905,2.139841,79.61834
Blue,B14 (812),521,20,3.992016,385.5205,2.013962,78.06261
YellowGreen,YG1 (577),335,3,0.9036144,1789.931,1.145512,1318.779
YellowGreen,YG2 (598),355,4,1.139601,2479.761,1.062396,1832.41
YellowGreen,YG3 (615),243,4,1.67364,3304.431,1.225659,2382.57
YellowGreen,YG4 (661),417,-2,-0.477327,1870.02,1.174878,1667.992
YellowGreen,YG5 (679),338,1,0.2967359,1617.246,1.223731,1232.49
YellowGreen,YG6 (697),489,6,1.242236,1804.271,1.381612,748.9183
YellowGreen,YG7 (720),316,2,0.6369427,2399.431,1.369033,750.9768
YellowGreen,YG8 (750),272,5,1.872659,1236.305,1.442973,374.6028
YellowGreen,YG9 (780),392,4,1.030928,1041.054,1.524173,214.2035
YellowGreen,YG10 (812),393,5,1.28866,569.6885,1.481215,98.42859
Red,R1 (661),210,-6,-2.777778,404.2465,1.31462,1342.828
Red,R2 (679),172,0,0,1094.877,1.268363,2604.453
Red,R3 (697),246,2,0.8196721,2032.467,1.282859,2353.662
Red,R4 (717),229,1,0.4385965,1928.724,1.212871,1276.17
Red,R5 (738),211,1,0.4761905,1618.17,1.344948,970.3112
Red,R6 (760),165,1,0.6097561,1409.807,1.262845,694.4026
Red,R7 (783),330,2,0.6097561,1571.514,1.367887,562.8701
Red,R8 (812),202,3,1.507538,772.2795,1.367538,219.6023


Laser Settings
Laser, Laser Delay, Area Scaling Factor, Laser Power
YellowGreen,-40.425,1.157924,1.35
Violet,-20.1,1.03365,10.95
Blue,0,1.227441,1.45
Red,20.1,1.101367,65
UV,40.375,0.9531339,0
FSC Area Scaling Factor,1.281791,Window Extension,3
Flow Rate,9.65
Temperature,23.25
