DailyQCReport_U0321SP_20260220_085845


Configuration Name,5-Laser-V16-B14-R8-YG10-UV16
Serial Number,U0321SP
Bead Lot ID,2007
Software,SpectroFlo 3.3.0


Laser,Detector,Gain, Delta Gain,% Gain Change,Median, % rCV,Sensitivity
Detector Settings
Blue,FSC,167,-7,-4.022989,1952.111,2.266247,2345.151
Violet,SSC,26,6,30,2011.063,4.773464,12431.38
Blue,SSC-B,79,0,0,2003.493,2.92601,10812.09
UV,UV1 (373),1419,107,8.155487,226.782,4.794645,30.71099
UV,UV2 (388),337,23,7.324841,1322.016,1.661032,393.8005
UV,UV3 (428),617,45,7.867133,1013.109,1.668054,1591.732
UV,UV4 (443),1086,64,6.262231,883.814,1.927517,1968.059
UV,UV5 (458),647,43,7.119205,962.71,1.788934,2754.659
UV,UV6 (473),454,26,6.074767,1472.049,1.768532,5016.891
UV,UV7 (514),597,30,5.291005,2036.74,1.9153,7102.313
UV,UV8 (542),536,27,5.304519,1561.852,1.921257,5024.868
UV,UV9 (582),595,12,2.058319,2460.55,2.051087,4491.013
UV,UV10 (613),363,14,4.011461,1957.912,1.78033,4701.788
UV,UV11 (664),532,23,4.518664,868.282,1.898797,2211.312
UV,UV12 (692),460,48,11.65049,650.47,3.279658,1210.556
UV,UV13 (720),930,160,20.77922,685.181,4.773259,1138.239
UV,UV14 (750),1498,278,22.78689,774.584,5.255229,1580.039
UV,UV15 (780),926,180,24.12868,610.056,5.617258,834.861
UV,UV16 (812),1324,248,23.04833,402.247,5.891425,625.6679
Violet,V1 (428),216,40,22.72727,802.36,1.613397,1560.536
Violet,V2 (443),290,50,20.83333,1848.713,1.162481,3421.149
Violet,V3 (458),253,44,21.05263,2164.267,1.284639,4655.295
Violet,V4 (473),212,39,22.54335,2187.113,1.517013,3967.686
Violet,V5 (508),200,35,21.21212,2058.524,1.379827,3894.771
Violet,V6 (525),202,32,18.82353,1523.769,1.363673,2787.513
Violet,V7 (542),278,47,20.34632,2043.708,1.551756,3189.777
Violet,V8 (581),457,62,15.6962,2416.29,1.976429,1777.958
Violet,V9 (598),295,46,18.47389,2313.559,1.489824,1221.308
Violet,V10 (615),381,59,18.32298,3325.542,1.252724,1163.596
Violet,V11 (664),325,50,18.18182,1330.099,1.207562,514.4847
Violet,V12 (692),286,63,28.25112,1008.857,2.65018,281.7199
Violet,V13 (720),238,61,34.46328,1072.526,4.039946,196.6702
Violet,V14 (750),420,114,37.2549,897.888,4.442287,166.1958
Violet,V15 (780),522,151,40.70081,795.023,4.983502,93.25694
Violet,V16 (812),490,144,41.6185,346.564,5.288864,38.27604
Blue,B1 (508),639,-22,-3.32829,228.773,1.876857,448.0151
Blue,B2 (525),355,-17,-4.569892,276.378,1.698352,418.3802
Blue,B3 (542),363,-14,-3.713528,1065.737,1.783452,1270.648
Blue,B4 (581),318,-10,-3.04878,1664.599,1.850642,1297.785
Blue,B5 (598),338,-8,-2.312139,1847.075,1.596064,1366.585
Blue,B6 (615),223,-5,-2.192982,1911.005,1.655533,1009.688
Blue,B7 (661),346,-13,-3.62117,1132.184,1.586589,621.5416
Blue,B8 (679),364,1,0.2754821,923.291,1.818109,563.6046
Blue,B9 (697),645,36,5.91133,1116.516,2.91379,454.0026
Blue,B10 (717),437,36,8.977556,742.739,3.625962,213.7727
Blue,B11 (738),263,28,11.91489,498.867,4.016897,135.8151
Blue,B12 (760),369,46,14.24149,477.645,4.349887,110.066
Blue,B13 (783),571,87,17.97521,379.252,4.73992,75.72858
Blue,B14 (812),594,93,18.56287,376.847,4.791443,76.04651
YellowGreen,YG1 (577),314,-18,-5.421687,1763.431,1.470551,1278.155
YellowGreen,YG2 (598),346,-5,-1.424501,2443.644,1.086185,1595.347
YellowGreen,YG3 (615),240,1,0.41841,3259.806,1.378167,2250.045
YellowGreen,YG4 (661),415,-4,-0.954654,1851.598,1.539033,1620.017
YellowGreen,YG5 (679),348,11,3.264095,1574.684,2.192147,1262.974
YellowGreen,YG6 (697),532,49,10.14493,1741.106,3.616511,689.0833
YellowGreen,YG7 (720),362,48,15.28662,2327.717,4.573803,747.9094
YellowGreen,YG8 (750),317,50,18.72659,1195.159,5.008152,352.4063
YellowGreen,YG9 (780),464,76,19.58763,1002.197,5.447296,219.4227
YellowGreen,YG10 (812),471,83,21.39175,542.753,5.669286,96.50321
Red,R1 (661),201,-15,-6.944445,386.019,1.795135,1288.912
Red,R2 (679),178,6,3.488372,1072.233,2.429952,2672.194
Red,R3 (697),277,33,13.52459,1948.644,4.177342,2044.787
Red,R4 (717),268,40,17.54386,1848.565,5.077322,1234.017
Red,R5 (738),250,40,19.04762,1540.293,5.242826,940.59
Red,R6 (760),196,32,19.51219,1346.849,5.251287,694.7493
Red,R7 (783),397,69,21.03658,1520.194,5.530003,563.6304
Red,R8 (812),247,48,24.1206,750.038,5.748806,211.6358


Laser Settings
Laser, Laser Delay, Area Scaling Factor, Laser Power
YellowGreen,-40.625,1.157764,1.5
Violet,-20.225,1.030743,11.15
Blue,0,1.228027,1.475
Red,20.225,1.098694,64.96
UV,40.525,0.954348,0
FSC Area Scaling Factor,1.277214,Window Extension,3
Flow Rate,13.08
Temperature,23.5
