SAMPLE,DateTime,DATE,TIME,Timepoint,CYT,CYTSN,OP,UV1-A_Gain,UV2-A_Gain,UV3-A_Gain,UV4-A_Gain,UV5-A_Gain,UV6-A_Gain,UV7-A_Gain,UV8-A_Gain,UV9-A_Gain,UV10-A_Gain,UV11-A_Gain,UV12-A_Gain,UV13-A_Gain,UV14-A_Gain,UV15-A_Gain,UV16-A_Gain,SSC-H_Gain,SSC-A_Gain,V1-A_Gain,V2-A_Gain,V3-A_Gain,V4-A_Gain,V5-A_Gain,V6-A_Gain,V7-A_Gain,V8-A_Gain,V9-A_Gain,V10-A_Gain,V11-A_Gain,V12-A_Gain,V13-A_Gain,V14-A_Gain,V15-A_Gain,V16-A_Gain,FSC-H_Gain,FSC-A_Gain,SSC-B-H_Gain,SSC-B-A_Gain,B1-A_Gain,B2-A_Gain,B3-A_Gain,B4-A_Gain,B5-A_Gain,B6-A_Gain,B7-A_Gain,B8-A_Gain,B9-A_Gain,B10-A_Gain,B11-A_Gain,B12-A_Gain,B13-A_Gain,B14-A_Gain,YG1-A_Gain,YG2-A_Gain,YG3-A_Gain,YG4-A_Gain,YG5-A_Gain,YG6-A_Gain,YG7-A_Gain,YG8-A_Gain,YG9-A_Gain,YG10-A_Gain,R1-A_Gain,R2-A_Gain,R3-A_Gain,R4-A_Gain,R5-A_Gain,R6-A_Gain,R7-A_Gain,R8-A_Gain,YellowGreen_LaserDelay,Violet_LaserDelay,Blue_LaserDelay,Red_LaserDelay,UV_LaserDelay,YellowGreen_AreaScalingFactor,Violet_AreaScalingFactor,Blue_AreaScalingFactor,Red_AreaScalingFactor,UV_AreaScalingFactor,UV1-A-% rCV,UV2-A-% rCV,UV3-A-% rCV,UV4-A-% rCV,UV5-A-% rCV,UV6-A-% rCV,UV7-A-% rCV,UV8-A-% rCV,UV9-A-% rCV,UV10-A-% rCV,UV11-A-% rCV,UV12-A-% rCV,UV13-A-% rCV,UV14-A-% rCV,UV15-A-% rCV,UV16-A-% rCV,SSC-H-% rCV,SSC-A-% rCV,V1-A-% rCV,V2-A-% rCV,V3-A-% rCV,V4-A-% rCV,V5-A-% rCV,V6-A-% rCV,V7-A-% rCV,V8-A-% rCV,V9-A-% rCV,V10-A-% rCV,V11-A-% rCV,V12-A-% rCV,V13-A-% rCV,V14-A-% rCV,V15-A-% rCV,V16-A-% rCV,FSC-H-% rCV,FSC-A-% rCV,SSC-B-H-% rCV,SSC-B-A-% rCV,B1-A-% rCV,B2-A-% rCV,B3-A-% rCV,B4-A-% rCV,B5-A-% rCV,B6-A-% rCV,B7-A-% rCV,B8-A-% rCV,B9-A-% rCV,B10-A-% rCV,B11-A-% rCV,B12-A-% rCV,B13-A-% rCV,B14-A-% rCV,YG1-A-% rCV,YG2-A-% rCV,YG3-A-% rCV,YG4-A-% rCV,YG5-A-% rCV,YG6-A-% rCV,YG7-A-% rCV,YG8-A-% rCV,YG9-A-% rCV,YG10-A-% rCV,R1-A-% rCV,R2-A-% rCV,R3-A-% rCV,R4-A-% rCV,R5-A-% rCV,R6-A-% rCV,R7-A-% rCV,R8-A-% rCV,UV1-A,UV2-A,UV3-A,UV4-A,UV5-A,UV6-A,UV7-A,UV8-A,UV9-A,UV10-A,UV11-A,UV12-A,UV13-A,UV14-A,UV15-A,UV16-A,SSC-H,SSC-A,V1-A,V2-A,V3-A,V4-A,V5-A,V6-A,V7-A,V8-A,V9-A,V10-A,V11-A,V12-A,V13-A,V14-A,V15-A,V16-A,FSC-H,FSC-A,SSC-B-H,SSC-B-A,B1-A,B2-A,B3-A,B4-A,B5-A,B6-A,B7-A,B8-A,B9-A,B10-A,B11-A,B12-A,B13-A,B14-A,YG1-A,YG2-A,YG3-A,YG4-A,YG5-A,YG6-A,YG7-A,YG8-A,YG9-A,YG10-A,R1-A,R2-A,R3-A,R4-A,R5-A,R6-A,R7-A,R8-A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
